_id,date,oh_region,icu_current_covid,icu_current_covid_vented,hospitalizations,icu_crci_total,icu_crci_total_vented,icu_former_covid,icu_former_covid_vented
460,2021-07-06,CENTRAL,36,29,30,52,40,16,11
461,2021-07-07,CENTRAL,35,25,30,52,37,17,12
462,2021-07-08,CENTRAL,34,23,32,50,33,16,10
463,2021-07-09,CENTRAL,36,25,36,51,35,15,10
464,2021-07-10,CENTRAL,36,23,33,50,32,14,9
465,2021-07-11,CENTRAL,38,23,31,52,31,14,8
466,2021-07-12,CENTRAL,38,22,34,53,30,15,8
467,2021-07-13,CENTRAL,38,23,37,53,32,15,9
468,2021-07-14,CENTRAL,35,22,33,51,30,16,8
469,2021-07-15,CENTRAL,35,19,33,47,28,12,9
470,2021-07-16,CENTRAL,31,18,33,42,27,11,9
471,2021-07-17,CENTRAL,27,18,26,38,26,11,8
472,2021-07-18,CENTRAL,27,15,22,38,22,11,7
473,2021-07-19,CENTRAL,27,15,27,39,24,12,9
474,2021-07-20,CENTRAL,27,14,29,40,21,13,7
475,2021-07-21,CENTRAL,28,14,30,39,19,11,5
476,2021-07-22,CENTRAL,26,14,25,36,20,10,6
477,2021-07-23,CENTRAL,27,13,37,38,20,11,7
478,2021-07-24,CENTRAL,25,10,35,37,17,12,7
479,2021-07-25,CENTRAL,23,10,33,35,16,12,6
480,2021-07-26,CENTRAL,23,11,35,35,16,12,5
481,2021-07-27,CENTRAL,22,12,37,34,16,12,4
482,2021-07-28,CENTRAL,22,10,33,35,16,13,6
483,2021-07-29,CENTRAL,22,11,30,35,16,13,5
484,2021-07-30,CENTRAL,22,11,31,33,17,11,6
485,2021-07-31,CENTRAL,21,13,28,30,19,9,6
486,2021-08-01,CENTRAL,19,12,30,28,18,9,6
487,2021-08-02,CENTRAL,19,10,27,29,16,10,6
488,2021-08-03,CENTRAL,17,9,30,27,15,10,6
489,2021-08-04,CENTRAL,16,9,27,27,15,11,6
490,2021-08-05,CENTRAL,19,10,38,31,16,12,6
491,2021-08-06,CENTRAL,19,11,43,31,18,12,7
492,2021-08-07,CENTRAL,20,12,56,31,19,11,7
493,2021-08-08,CENTRAL,23,12,31,34,19,11,7
494,2021-08-09,CENTRAL,23,12,41,33,18,10,6
495,2021-08-10,CENTRAL,20,12,34,30,18,10,6
496,2021-08-11,CENTRAL,21,10,39,31,17,10,7
497,2021-08-12,CENTRAL,22,12,39,32,20,10,8
498,2021-08-13,CENTRAL,21,13,41,32,22,11,9
499,2021-08-14,CENTRAL,21,11,42,33,21,12,10
500,2021-08-15,CENTRAL,23,11,48,34,20,11,9
501,2021-08-16,CENTRAL,24,9,45,35,14,11,5
502,2021-08-17,CENTRAL,23,11,47,35,19,12,8
503,2021-08-18,CENTRAL,22,9,48,35,16,13,7
504,2021-08-19,CENTRAL,24,9,49,37,17,13,8
505,2021-08-20,CENTRAL,25,12,59,38,21,13,9
506,2021-08-21,CENTRAL,24,13,66,34,19,10,6
507,2021-08-22,CENTRAL,29,13,74,41,20,12,7
508,2021-08-23,CENTRAL,31,12,83,43,20,12,8
509,2021-08-24,CENTRAL,37,16,98,50,24,13,8
510,2021-08-25,CENTRAL,40,18,107,52,27,12,9
511,2021-08-26,CENTRAL,43,21,118,57,30,14,9
512,2021-08-27,CENTRAL,39,21,119,53,30,14,9
513,2021-08-28,CENTRAL,43,18,126,56,26,13,8
514,2021-08-29,CENTRAL,45,25,128,57,33,12,8
515,2021-08-30,CENTRAL,48,22,129,59,31,11,9
516,2021-08-31,CENTRAL,46,26,143,57,33,11,7
517,2021-09-01,CENTRAL,48,24,148,59,31,11,7
518,2021-09-02,CENTRAL,53,29,134,62,35,9,6
519,2021-09-03,CENTRAL,51,32,131,60,38,9,6
520,2021-09-04,CENTRAL,47,29,135,55,34,8,5
521,2021-09-05,CENTRAL,46,27,127,54,33,8,6
522,2021-09-06,CENTRAL,46,27,134,54,33,8,6
523,2021-09-07,CENTRAL,50,30,134,58,36,8,6
524,2021-09-08,CENTRAL,54,29,137,62,35,8,6
525,2021-09-09,CENTRAL,50,26,132,58,32,8,6
526,2021-09-10,CENTRAL,42,25,141,50,31,8,6
527,2021-09-11,CENTRAL,44,24,129,53,31,9,7
528,2021-09-12,CENTRAL,48,24,126,57,31,9,7
529,2021-09-13,CENTRAL,53,30,119,61,37,8,7
530,2021-09-14,CENTRAL,55,34,128,63,41,8,7
531,2021-09-15,CENTRAL,52,37,124,59,44,7,7
532,2021-09-16,CENTRAL,51,37,136,60,45,9,8
533,2021-09-17,CENTRAL,48,35,130,57,43,9,8
534,2021-09-18,CENTRAL,45,33,116,53,41,8,8
535,2021-09-19,CENTRAL,46,33,105,54,41,8,8
536,2021-09-20,CENTRAL,43,33,101,51,40,8,7
537,2021-09-21,CENTRAL,41,34,107,50,42,9,8
538,2021-09-22,CENTRAL,43,34,101,52,42,9,8
539,2021-09-23,CENTRAL,47,34,104,55,42,8,8
540,2021-09-24,CENTRAL,46,34,105,54,42,8,8
541,2021-09-25,CENTRAL,39,30,112,47,36,8,6
542,2021-09-26,CENTRAL,38,31,103,47,37,9,6
543,2021-09-27,CENTRAL,37,28,103,45,34,8,6
544,2021-09-28,CENTRAL,36,26,102,45,33,9,7
545,2021-09-29,CENTRAL,37,24,92,46,31,9,7
546,2021-09-30,CENTRAL,39,24,89,47,32,8,8
547,2021-10-01,CENTRAL,36,22,82,44,30,8,8
548,2021-10-02,CENTRAL,35,20,79,43,26,8,6
549,2021-10-03,CENTRAL,32,17,79,40,23,8,6
550,2021-10-04,CENTRAL,30,18,80,39,23,9,5
551,2021-10-05,CENTRAL,33,19,91,40,23,7,4
552,2021-10-06,CENTRAL,33,21,98,40,27,7,6
553,2021-10-07,CENTRAL,29,20,92,35,26,6,6
554,2021-10-08,CENTRAL,31,18,93,38,24,7,6
555,2021-10-09,CENTRAL,31,17,91,38,22,7,5
556,2021-10-10,CENTRAL,31,21,103,38,27,7,6
557,2021-10-11,CENTRAL,32,19,87,40,25,8,6
558,2021-10-12,CENTRAL,31,20,86,39,27,8,7
559,2021-10-13,CENTRAL,29,21,71,38,28,9,7
560,2021-10-14,CENTRAL,32,19,79,41,26,9,7
561,2021-10-15,CENTRAL,35,21,93,44,28,9,7
562,2021-10-16,CENTRAL,35,21,80,44,29,9,8
563,2021-10-17,CENTRAL,37,20,83,47,27,10,7
564,2021-10-18,CENTRAL,39,22,71,49,30,10,8
565,2021-10-19,CENTRAL,35,23,86,46,31,11,8
566,2021-10-20,CENTRAL,37,27,85,48,35,11,8
567,2021-10-21,CENTRAL,35,21,87,46,30,11,9
568,2021-10-22,CENTRAL,28,20,88,41,30,13,10
569,2021-10-23,CENTRAL,26,20,90,39,31,13,11
570,2021-10-24,CENTRAL,29,22,84,42,33,13,11
571,2021-10-25,CENTRAL,29,21,80,41,32,12,11
572,2021-10-26,CENTRAL,28,19,74,41,31,13,12
573,2021-10-27,CENTRAL,28,19,67,41,30,13,11
574,2021-10-28,CENTRAL,28,21,62,40,30,12,9
575,2021-10-29,CENTRAL,30,22,64,42,31,12,9
576,2021-10-30,CENTRAL,31,19,57,43,26,12,7
577,2021-10-31,CENTRAL,34,24,63,44,29,10,5
578,2021-11-01,CENTRAL,36,23,69,46,28,10,5
579,2021-11-02,CENTRAL,36,23,71,46,29,10,6
580,2021-11-03,CENTRAL,31,22,69,39,26,8,4
581,2021-11-04,CENTRAL,32,24,68,38,28,6,4
582,2021-11-05,CENTRAL,31,24,61,37,28,6,4
583,2021-11-06,CENTRAL,31,24,64,38,29,7,5
584,2021-11-07,CENTRAL,27,20,54,34,25,7,5
585,2021-11-08,CENTRAL,27,19,64,34,23,7,4
586,2021-11-09,CENTRAL,29,17,54,35,20,6,3
587,2021-11-10,CENTRAL,28,16,57,34,20,6,4
588,2021-11-11,CENTRAL,27,17,49,33,21,6,4
589,2021-11-12,CENTRAL,26,16,48,32,20,6,4
590,2021-11-13,CENTRAL,30,17,46,36,21,6,4
591,2021-11-14,CENTRAL,28,17,45,35,21,7,4
592,2021-11-15,CENTRAL,28,16,53,36,20,8,4
593,2021-11-16,CENTRAL,29,17,57,37,21,8,4
594,2021-11-17,CENTRAL,28,16,53,34,20,6,4
595,2021-11-18,CENTRAL,28,17,53,34,22,6,5
596,2021-11-19,CENTRAL,28,13,52,35,17,7,4
597,2021-11-20,CENTRAL,27,12,69,34,17,7,5
862,2020-09-06,EAST,2,1,10,3,1,1,0
598,2021-11-21,CENTRAL,27,11,63,34,15,7,4
599,2021-11-22,CENTRAL,22,7,69,30,11,8,4
600,2021-11-23,CENTRAL,21,5,74,29,10,8,5
601,2021-11-24,CENTRAL,20,8,67,27,12,7,4
602,2021-11-25,CENTRAL,21,9,59,28,13,7,4
603,2021-11-26,CENTRAL,23,11,51,29,15,6,4
604,2021-11-27,CENTRAL,21,11,43,27,15,6,4
605,2021-11-28,CENTRAL,22,12,48,27,15,5,3
606,2021-11-29,CENTRAL,23,13,59,28,17,5,4
607,2021-11-30,CENTRAL,22,13,63,27,17,5,4
608,2021-12-01,CENTRAL,23,10,67,28,14,5,4
609,2021-12-02,CENTRAL,25,14,62,30,18,5,4
610,2021-12-03,CENTRAL,27,15,69,32,19,5,4
611,2021-12-04,CENTRAL,26,17,74,30,20,4,3
612,2021-12-05,CENTRAL,30,17,66,34,20,4,3
613,2021-12-06,CENTRAL,28,15,82,31,17,3,2
614,2021-12-07,CENTRAL,26,13,91,29,15,3,2
615,2021-12-08,CENTRAL,26,14,84,28,16,2,2
616,2021-12-09,CENTRAL,24,14,72,27,16,3,2
617,2021-12-10,CENTRAL,22,9,67,26,11,4,2
618,2021-12-11,CENTRAL,20,9,76,23,11,3,2
619,2021-12-12,CENTRAL,25,11,72,28,13,3,2
620,2021-12-13,CENTRAL,25,10,80,28,12,3,2
621,2021-12-14,CENTRAL,25,12,89,28,13,3,1
622,2021-12-15,CENTRAL,22,14,61,25,16,3,2
623,2021-12-16,CENTRAL,26,14,74,29,15,3,1
624,2021-12-17,CENTRAL,22,13,75,25,15,3,2
625,2021-12-18,CENTRAL,22,12,62,25,14,3,2
626,2021-12-19,CENTRAL,25,15,62,29,17,4,2
627,2021-12-20,CENTRAL,26,16,70,30,18,4,2
628,2021-12-21,CENTRAL,26,14,88,30,16,4,2
629,2021-12-22,CENTRAL,30,18,90,35,20,5,2
630,2021-12-23,CENTRAL,27,16,103,31,18,4,2
631,2021-12-24,CENTRAL,30,16,118,33,18,3,2
632,2021-12-25,CENTRAL,31,16,120,34,18,3,2
863,2020-09-07,EAST,3,1,11,4,1,1,0
633,2021-12-26,CENTRAL,34,14,118,37,16,3,2
634,2021-12-27,CENTRAL,37,17,131,41,20,4,3
635,2021-12-28,CENTRAL,37,16,148,41,19,4,3
636,2021-12-29,CENTRAL,36,14,224,41,17,5,3
637,2021-12-30,CENTRAL,37,15,237,41,19,4,4
638,2021-12-31,CENTRAL,40,16,327,44,20,4,4
639,2022-01-01,CENTRAL,42,18,382,47,22,5,4
640,2022-01-02,CENTRAL,44,17,436,48,21,4,4
641,2022-01-03,CENTRAL,57,26,513,61,30,4,4
642,2022-01-04,CENTRAL,67,30,591,71,33,4,3
643,2022-01-05,CENTRAL,71,32,686,75,35,4,3
644,2022-01-06,CENTRAL,81,37,682,85,39,4,2
645,2022-01-07,CENTRAL,85,44,774,89,47,4,3
646,2022-01-08,CENTRAL,97,53,766,102,56,5,3
647,2022-01-09,CENTRAL,104,55,896,109,58,5,3
648,2022-01-10,CENTRAL,109,54,978,114,57,5,3
649,2022-01-11,CENTRAL,115,59,955,119,62,4,3
650,2022-01-12,CENTRAL,133,68,1096,137,72,4,4
651,2022-01-13,CENTRAL,128,72,1107,134,76,6,4
652,2022-01-14,CENTRAL,130,73,1161,134,77,4,4
653,2022-01-15,CENTRAL,140,81,1171,145,85,5,4
654,2022-01-16,CENTRAL,152,90,1149,157,94,5,4
655,2022-01-17,CENTRAL,151,92,1197,156,96,5,4
656,2022-01-18,CENTRAL,156,82,1200,161,84,5,2
657,2022-01-19,CENTRAL,157,94,1163,162,98,5,4
658,2022-01-20,CENTRAL,154,94,1221,158,98,4,4
659,2022-01-21,CENTRAL,156,98,1239,159,100,3,2
660,2022-01-22,CENTRAL,154,96,1170,159,97,5,1
661,2022-01-23,CENTRAL,151,97,1121,156,99,5,2
662,2022-01-24,CENTRAL,152,97,1127,158,100,6,3
663,2022-01-25,CENTRAL,154,96,1162,162,101,8,5
664,2022-01-26,CENTRAL,152,86,1097,160,90,8,4
665,2022-01-27,CENTRAL,150,91,1036,157,102,7,11
666,2022-01-28,CENTRAL,145,99,958,151,102,6,3
667,2022-01-29,CENTRAL,145,95,891,152,100,7,5
668,2022-01-30,CENTRAL,143,100,820,150,102,7,2
669,2022-01-31,CENTRAL,141,91,839,147,92,6,1
670,2022-02-01,CENTRAL,132,87,831,136,88,4,1
671,2022-02-02,CENTRAL,131,84,751,136,87,5,3
672,2022-02-03,CENTRAL,123,85,706,129,88,6,3
673,2022-02-04,CENTRAL,113,70,609,119,74,6,4
674,2022-02-05,CENTRAL,114,79,589,120,83,6,4
675,2022-02-06,CENTRAL,111,72,587,117,74,6,2
676,2022-02-07,CENTRAL,111,73,567,117,75,6,2
677,2022-02-08,CENTRAL,106,69,547,113,72,7,3
678,2022-02-09,CENTRAL,99,66,479,107,70,8,4
679,2022-02-10,CENTRAL,102,70,436,110,75,8,5
680,2022-02-11,CENTRAL,101,68,388,111,75,10,7
681,2022-02-12,CENTRAL,96,68,369,104,76,8,8
682,2022-02-13,CENTRAL,94,60,331,101,65,7,5
683,2022-02-14,CENTRAL,99,62,318,107,68,8,6
684,2022-02-15,CENTRAL,100,65,322,109,70,9,5
685,2022-02-16,CENTRAL,92,59,302,101,65,9,6
686,2022-02-17,CENTRAL,89,60,284,97,64,8,4
687,2022-02-18,CENTRAL,92,61,265,98,63,6,2
688,2022-02-19,CENTRAL,83,57,237,90,59,7,2
689,2022-02-20,CENTRAL,77,54,223,84,57,7,3
690,2022-02-21,CENTRAL,77,55,228,85,58,8,3
691,2022-02-22,CENTRAL,76,54,222,84,58,8,4
692,2022-02-23,CENTRAL,74,52,210,82,58,8,6
693,2022-02-24,CENTRAL,68,49,211,77,54,9,5
694,2022-02-25,CENTRAL,66,45,197,75,50,9,5
695,2022-02-26,CENTRAL,63,43,184,71,46,8,3
696,2022-02-27,CENTRAL,66,45,161,72,48,6,3
697,2022-02-28,CENTRAL,65,39,159,72,43,7,4
698,2022-03-01,CENTRAL,65,38,163,71,40,6,2
699,2022-03-02,CENTRAL,67,38,165,73,41,6,3
700,2022-03-03,CENTRAL,62,34,164,68,37,6,3
701,2022-03-04,CENTRAL,59,34,157,67,39,8,5
702,2022-03-05,CENTRAL,57,34,158,66,39,9,5
703,2022-03-06,CENTRAL,58,26,160,66,32,8,6
704,2022-03-07,CENTRAL,59,30,164,67,35,8,5
705,2022-03-08,CENTRAL,58,32,168,66,37,8,5
706,2020-04-02,EAST,38,31,99,0,0,0,0
707,2020-04-03,EAST,47,39,101,0,0,0,0
708,2020-04-04,EAST,45,36,113,0,0,0,0
709,2020-04-05,EAST,49,45,111,0,0,0,0
710,2020-04-06,EAST,53,45,129,0,0,0,0
711,2020-04-07,EAST,53,46,136,0,0,0,0
712,2020-04-08,EAST,59,47,129,0,0,0,0
713,2020-04-09,EAST,63,52,136,0,0,0,0
714,2020-04-10,EAST,63,56,145,0,0,0,0
715,2020-04-11,EAST,62,54,150,0,0,0,0
716,2020-04-12,EAST,60,45,142,0,0,0,0
717,2020-04-13,EAST,56,46,155,0,0,0,0
718,2020-04-14,EAST,58,42,146,0,0,0,0
719,2020-04-15,EAST,54,38,139,0,0,0,0
720,2020-04-16,EAST,47,38,138,0,0,0,0
721,2020-04-17,EAST,45,33,134,0,0,0,0
722,2020-04-18,EAST,49,33,137,0,0,0,0
723,2020-04-19,EAST,46,32,136,0,0,0,0
724,2020-04-20,EAST,47,29,136,0,0,0,0
725,2020-04-21,EAST,44,28,135,0,0,0,0
726,2020-04-22,EAST,43,27,141,0,0,0,0
727,2020-04-23,EAST,35,23,134,0,0,0,0
728,2020-04-24,EAST,33,25,143,0,0,0,0
729,2020-04-25,EAST,33,25,137,0,0,0,0
730,2020-04-26,EAST,35,27,140,0,0,0,0
731,2020-04-27,EAST,35,28,138,0,0,0,0
732,2020-04-28,EAST,36,28,142,0,0,0,0
733,2020-04-29,EAST,36,29,152,0,0,0,0
734,2020-04-30,EAST,37,28,161,0,0,0,0
735,2020-05-01,EAST,41,31,158,42,33,1,2
736,2020-05-02,EAST,40,27,148,41,29,1,2
737,2020-05-03,EAST,42,30,157,43,31,1,1
738,2020-05-04,EAST,45,33,159,47,34,2,1
739,2020-05-05,EAST,43,31,160,46,34,3,3
740,2020-05-06,EAST,41,31,160,43,34,2,3
741,2020-05-07,EAST,42,29,165,44,33,2,4
742,2020-05-08,EAST,42,32,168,43,32,1,0
743,2020-05-09,EAST,39,28,170,39,28,0,0
744,2020-05-10,EAST,34,26,170,34,25,0,-1
745,2020-05-11,EAST,34,26,186,34,26,0,0
746,2020-05-12,EAST,31,21,166,31,22,0,1
747,2020-05-13,EAST,30,21,165,32,24,2,3
748,2020-05-14,EAST,32,23,163,33,24,1,1
749,2020-05-15,EAST,30,19,150,31,21,1,2
750,2020-05-16,EAST,28,21,147,30,23,2,2
751,2020-05-17,EAST,28,21,148,30,22,2,1
752,2020-05-18,EAST,27,20,144,29,21,2,1
753,2020-05-19,EAST,27,17,144,29,19,2,2
754,2020-05-20,EAST,25,19,141,29,21,4,2
755,2020-05-21,EAST,24,20,140,27,21,3,1
756,2020-05-22,EAST,26,21,139,27,22,1,1
757,2020-05-23,EAST,24,22,134,26,23,2,1
758,2020-05-24,EAST,23,14,127,24,20,1,6
759,2020-05-25,EAST,24,21,125,25,22,1,1
760,2020-05-26,EAST,22,18,119,23,19,1,1
761,2020-05-27,EAST,24,20,125,25,21,1,1
762,2020-05-28,EAST,24,20,117,25,21,1,1
763,2020-05-29,EAST,25,18,122,27,21,2,3
764,2020-05-30,EAST,21,17,120,25,21,4,4
765,2020-05-31,EAST,20,17,120,26,20,6,3
766,2020-06-01,EAST,22,19,117,28,22,6,3
767,2020-06-02,EAST,23,17,121,29,22,6,5
768,2020-06-03,EAST,23,18,117,28,21,5,3
769,2020-06-04,EAST,21,19,114,26,23,5,4
770,2020-06-05,EAST,21,18,112,26,22,5,4
771,2020-06-06,EAST,21,17,105,26,21,5,4
772,2020-06-07,EAST,21,17,100,26,21,5,4
773,2020-06-08,EAST,21,13,97,26,19,5,6
774,2020-06-09,EAST,21,15,94,26,18,5,3
775,2020-06-10,EAST,21,13,94,26,15,5,2
776,2020-06-11,EAST,18,13,87,24,16,6,3
777,2020-06-12,EAST,17,14,89,22,18,5,4
778,2020-06-13,EAST,17,12,72,22,17,5,5
779,2020-06-14,EAST,18,15,62,22,16,4,1
780,2020-06-15,EAST,19,14,57,23,16,4,2
781,2020-06-16,EAST,18,12,60,22,13,4,1
782,2020-06-17,EAST,16,12,53,20,13,4,1
783,2020-06-18,EAST,15,11,52,19,12,4,1
784,2020-06-19,EAST,13,12,50,16,12,3,0
785,2020-06-20,EAST,13,11,45,16,11,3,0
786,2020-06-21,EAST,14,12,34,17,13,3,1
787,2020-06-22,EAST,14,12,34,17,12,3,0
788,2020-06-23,EAST,15,9,35,18,10,3,1
789,2020-06-24,EAST,14,8,35,17,8,3,0
790,2020-06-25,EAST,12,5,32,15,5,3,0
791,2020-06-26,EAST,13,5,28,15,5,2,0
792,2020-06-27,EAST,11,5,32,14,5,3,0
793,2020-06-28,EAST,9,5,31,12,5,3,0
794,2020-06-29,EAST,8,5,27,11,5,3,0
795,2020-06-30,EAST,8,5,21,11,5,3,0
796,2020-07-01,EAST,10,5,24,12,5,2,0
797,2020-07-02,EAST,8,5,19,10,5,2,0
798,2020-07-03,EAST,8,3,19,10,4,2,1
799,2020-07-05,EAST,7,5,17,9,6,2,1
800,2020-07-06,EAST,6,5,18,8,6,2,1
801,2020-07-07,EAST,6,4,17,7,4,1,0
802,2020-07-08,EAST,5,3,15,6,4,1,1
803,2020-07-09,EAST,3,2,13,5,4,2,2
804,2020-07-10,EAST,3,2,12,5,3,2,1
805,2020-07-11,EAST,4,1,12,6,2,2,1
806,2020-07-12,EAST,4,2,12,6,2,2,0
807,2020-07-13,EAST,4,2,12,6,3,2,1
808,2020-07-14,EAST,4,2,12,6,3,2,1
809,2020-07-15,EAST,5,2,12,7,3,2,1
810,2020-07-16,EAST,3,2,15,5,3,2,1
811,2020-07-17,EAST,4,2,12,6,2,2,0
812,2020-07-18,EAST,5,3,14,7,3,2,0
813,2020-07-19,EAST,4,3,13,6,3,2,0
814,2020-07-20,EAST,4,3,15,6,3,2,0
815,2020-07-21,EAST,7,4,17,9,4,2,0
816,2020-07-22,EAST,7,4,14,9,4,2,0
817,2020-07-23,EAST,7,5,15,9,5,2,0
818,2020-07-24,EAST,6,4,15,7,4,1,0
819,2020-07-25,EAST,5,4,17,6,4,1,0
820,2020-07-26,EAST,6,4,13,7,4,1,0
821,2020-07-27,EAST,6,4,15,7,4,1,0
822,2020-07-28,EAST,7,4,16,8,4,1,0
823,2020-07-29,EAST,7,4,15,8,4,1,0
824,2020-07-30,EAST,6,3,16,7,3,1,0
825,2020-07-31,EAST,7,3,16,8,3,1,0
826,2020-08-01,EAST,5,1,17,7,2,2,1
827,2020-08-02,EAST,4,1,17,6,2,2,1
828,2020-08-03,EAST,4,1,14,6,2,2,1
829,2020-08-04,EAST,4,1,18,5,2,1,1
830,2020-08-05,EAST,3,0,14,4,1,1,1
831,2020-08-06,EAST,3,0,12,4,1,1,1
832,2020-08-07,EAST,4,0,13,5,1,1,1
833,2020-08-08,EAST,4,0,12,5,0,1,0
834,2020-08-09,EAST,4,0,9,5,0,1,0
835,2020-08-10,EAST,4,0,8,5,0,1,0
836,2020-08-11,EAST,3,0,11,4,0,1,0
837,2020-08-12,EAST,3,0,11,4,0,1,0
838,2020-08-13,EAST,4,0,9,4,0,0,0
839,2020-08-14,EAST,3,0,9,3,0,0,0
840,2020-08-15,EAST,4,0,11,4,0,0,0
841,2020-08-16,EAST,4,0,8,4,0,0,0
842,2020-08-17,EAST,3,0,8,3,0,0,0
843,2020-08-18,EAST,3,1,9,3,1,0,0
844,2020-08-19,EAST,3,1,9,3,1,0,0
845,2020-08-20,EAST,4,1,6,4,1,0,0
846,2020-08-21,EAST,3,1,5,3,1,0,0
847,2020-08-22,EAST,3,1,9,3,1,0,0
848,2020-08-23,EAST,3,1,11,3,1,0,0
849,2020-08-24,EAST,4,1,11,4,1,0,0
850,2020-08-25,EAST,3,1,8,4,1,1,0
851,2020-08-26,EAST,3,1,10,4,1,1,0
852,2020-08-27,EAST,4,1,12,5,1,1,0
853,2020-08-28,EAST,4,1,14,4,1,0,0
854,2020-08-29,EAST,4,1,12,4,1,0,0
855,2020-08-30,EAST,4,0,12,4,0,0,0
856,2020-08-31,EAST,3,1,11,3,1,0,0
857,2020-09-01,EAST,3,1,11,3,1,0,0
858,2020-09-02,EAST,2,1,13,2,1,0,0
859,2020-09-03,EAST,3,1,9,3,1,0,0
860,2020-09-04,EAST,2,0,11,3,0,1,0
861,2020-09-05,EAST,2,0,13,3,0,1,0
865,2020-09-09,EAST,3,1,10,3,1,0,0
866,2020-09-10,EAST,4,1,14,4,1,0,0
867,2020-09-11,EAST,4,1,11,4,1,0,0
868,2020-09-12,EAST,1,1,10,1,1,0,0
869,2020-09-13,EAST,1,1,10,1,1,0,0
870,2020-09-14,EAST,1,1,11,1,1,0,0
871,2020-09-15,EAST,2,1,9,2,1,0,0
872,2020-09-16,EAST,2,1,8,2,1,0,0
873,2020-09-17,EAST,1,1,9,1,1,0,0
874,2020-09-18,EAST,2,0,10,2,0,0,0
875,2020-09-19,EAST,2,0,15,2,0,0,0
876,2020-09-20,EAST,3,0,11,3,0,0,0
877,2020-09-21,EAST,3,1,10,3,1,0,0
878,2020-09-22,EAST,3,0,10,3,0,0,0
879,2020-09-23,EAST,4,0,14,4,0,0,0
880,2020-09-24,EAST,4,0,15,4,0,0,0
881,2020-09-25,EAST,4,2,16,4,2,0,0
882,2020-09-26,EAST,5,2,25,5,2,0,0
883,2020-09-27,EAST,6,3,32,6,3,0,0
884,2020-09-28,EAST,6,3,39,6,3,0,0
885,2020-09-29,EAST,8,3,42,8,3,0,0
886,2020-09-30,EAST,9,4,54,9,4,0,0
887,2020-10-01,EAST,9,5,56,10,5,1,0
888,2020-10-02,EAST,10,6,60,11,6,1,0
889,2020-10-03,EAST,11,7,55,12,7,1,0
890,2020-10-04,EAST,12,8,59,13,8,1,0
891,2020-10-05,EAST,12,8,59,13,8,1,0
892,2020-10-06,EAST,11,9,63,12,9,1,0
893,2020-10-07,EAST,12,9,66,13,9,1,0
894,2020-10-08,EAST,15,11,66,16,11,1,0
895,2020-10-09,EAST,16,11,69,16,11,0,0
896,2020-10-10,EAST,16,11,60,16,11,0,0
897,2020-10-11,EAST,19,13,64,19,13,0,0
898,2020-10-12,EAST,21,12,63,21,12,0,0
899,2020-10-13,EAST,21,13,78,21,13,0,0
900,2020-10-14,EAST,20,12,76,20,12,0,0
901,2020-10-15,EAST,20,11,75,20,11,0,0
902,2020-10-16,EAST,22,11,81,22,11,0,0
903,2020-10-17,EAST,25,15,74,25,15,0,0
904,2020-10-18,EAST,24,16,68,24,16,0,0
905,2020-10-19,EAST,25,16,63,25,16,0,0
906,2020-10-20,EAST,26,15,68,26,15,0,0
1565,2020-09-04,NORTH,0,0,0,0,0,0,0
907,2020-10-21,EAST,26,16,72,26,16,0,0
908,2020-10-22,EAST,27,14,80,28,15,1,1
909,2020-10-23,EAST,26,14,79,27,15,1,1
910,2020-10-24,EAST,26,16,82,27,17,1,1
911,2020-10-25,EAST,25,18,75,26,19,1,1
912,2020-10-26,EAST,25,16,81,26,17,1,1
913,2020-10-27,EAST,26,16,85,27,17,1,1
914,2020-10-28,EAST,26,16,88,27,17,1,1
915,2020-10-29,EAST,27,17,98,29,18,2,1
916,2020-10-30,EAST,25,16,99,28,18,3,2
917,2020-10-31,EAST,24,17,94,26,19,2,2
918,2020-11-01,EAST,23,14,97,25,16,2,2
919,2020-11-02,EAST,24,14,106,27,15,3,1
920,2020-11-03,EAST,24,14,111,28,15,4,1
921,2020-11-04,EAST,24,13,122,26,14,2,1
922,2020-11-05,EAST,24,13,124,26,13,2,0
923,2020-11-06,EAST,29,15,120,31,16,2,1
924,2020-11-07,EAST,28,16,115,31,16,3,0
925,2020-11-08,EAST,30,17,115,32,17,2,0
926,2020-11-09,EAST,31,19,118,33,19,2,0
927,2020-11-10,EAST,27,17,128,29,17,2,0
928,2020-11-11,EAST,31,19,128,33,19,2,0
929,2020-11-12,EAST,34,20,117,35,20,1,0
930,2020-11-13,EAST,32,19,132,33,20,1,1
931,2020-11-14,EAST,30,16,136,33,19,3,3
932,2020-11-15,EAST,33,17,122,36,19,3,2
933,2020-11-16,EAST,32,20,122,35,22,3,2
934,2020-11-17,EAST,31,20,120,34,22,3,2
935,2020-11-18,EAST,30,19,125,33,21,3,2
936,2020-11-19,EAST,35,21,121,37,22,2,1
937,2020-11-20,EAST,34,24,120,36,25,2,1
938,2020-11-21,EAST,32,22,116,33,23,1,1
939,2020-11-22,EAST,30,20,108,31,21,1,1
940,2020-11-23,EAST,32,19,112,33,20,1,1
941,2020-11-24,EAST,34,15,115,35,16,1,1
942,2020-11-25,EAST,34,17,110,35,18,1,1
943,2020-11-26,EAST,29,16,106,30,17,1,1
944,2020-11-27,EAST,29,17,98,31,19,2,2
945,2020-11-28,EAST,28,16,99,29,17,1,1
946,2020-11-29,EAST,29,19,104,30,20,1,1
