_id,date,oh_region,icu_current_covid,icu_current_covid_vented,hospitalizations,icu_crci_total,icu_crci_total_vented,icu_former_covid,icu_former_covid_vented
1930,2021-09-04,NORTH,1,1,3,2,2,1,1
1931,2021-09-05,NORTH,1,1,3,2,2,1,1
1932,2021-09-06,NORTH,2,1,2,3,2,1,1
1933,2021-09-07,NORTH,2,1,3,3,2,1,1
1934,2021-09-08,NORTH,2,1,1,4,2,2,1
1935,2021-09-09,NORTH,2,1,2,4,2,2,1
1936,2021-09-10,NORTH,4,1,5,6,2,2,1
1937,2021-09-11,NORTH,4,2,4,6,4,2,2
1938,2021-09-12,NORTH,4,2,5,5,3,1,1
1939,2021-09-13,NORTH,3,2,2,4,3,1,1
1940,2021-09-14,NORTH,2,2,4,3,3,1,1
1941,2021-09-15,NORTH,2,2,3,3,3,1,1
1942,2021-09-16,NORTH,2,2,3,3,3,1,1
1943,2021-09-17,NORTH,2,2,3,3,3,1,1
1944,2021-09-18,NORTH,2,2,3,3,3,1,1
1945,2021-09-19,NORTH,2,2,3,3,2,1,0
1946,2021-09-20,NORTH,2,2,3,2,2,0,0
1947,2021-09-21,NORTH,2,2,3,2,2,0,0
1948,2021-09-22,NORTH,2,2,3,2,2,0,0
1949,2021-09-23,NORTH,2,2,3,2,2,0,0
1950,2021-09-24,NORTH,3,3,2,3,3,0,0
1951,2021-09-25,NORTH,2,2,2,2,2,0,0
1952,2021-09-26,NORTH,2,2,0,2,2,0,0
1953,2021-09-27,NORTH,2,2,0,2,2,0,0
1954,2021-09-28,NORTH,2,2,0,2,2,0,0
1955,2021-09-29,NORTH,3,2,2,3,2,0,0
1956,2021-09-30,NORTH,3,1,4,3,1,0,0
1957,2021-10-01,NORTH,3,0,3,3,0,0,0
1958,2021-10-02,NORTH,2,1,3,2,1,0,0
1959,2021-10-03,NORTH,2,0,2,2,0,0,0
1960,2021-10-04,NORTH,1,0,2,1,0,0,0
1961,2021-10-05,NORTH,1,0,4,1,0,0,0
1962,2021-10-06,NORTH,2,1,5,2,1,0,0
1963,2021-10-07,NORTH,1,1,3,1,1,0,0
1964,2021-10-08,NORTH,1,0,6,1,0,0,0
1965,2021-10-09,NORTH,2,0,3,2,0,0,0
1966,2021-10-10,NORTH,2,0,2,2,0,0,0
1967,2021-10-11,NORTH,2,0,2,2,0,0,0
1968,2021-10-12,NORTH,1,0,4,1,0,0,0
1969,2021-10-13,NORTH,2,0,5,2,0,0,0
1970,2021-10-14,NORTH,2,1,6,2,1,0,0
1971,2021-10-15,NORTH,2,1,13,2,1,0,0
1972,2021-10-16,NORTH,2,1,4,2,1,0,0
1973,2021-10-17,NORTH,1,1,5,1,1,0,0
1974,2021-10-18,NORTH,3,1,7,3,1,0,0
1975,2021-10-19,NORTH,3,0,6,3,0,0,0
1976,2021-10-20,NORTH,4,2,7,4,2,0,0
1977,2021-10-21,NORTH,6,3,7,6,3,0,0
1978,2021-10-22,NORTH,4,2,9,4,2,0,0
1979,2021-10-23,NORTH,4,2,9,4,2,0,0
1980,2021-10-24,NORTH,2,1,9,2,1,0,0
1981,2021-10-25,NORTH,3,0,11,3,0,0,0
1982,2021-10-26,NORTH,2,0,11,2,0,0,0
1983,2021-10-27,NORTH,1,0,14,1,0,0,0
1984,2021-10-28,NORTH,2,0,10,2,0,0,0
1985,2021-10-29,NORTH,2,0,9,2,0,0,0
1986,2021-10-30,NORTH,2,1,11,2,1,0,0
1987,2021-10-31,NORTH,2,1,13,2,1,0,0
1988,2021-11-01,NORTH,3,2,13,3,2,0,0
1989,2021-11-02,NORTH,4,2,15,4,2,0,0
1990,2021-11-03,NORTH,6,3,15,6,3,0,0
1991,2021-11-04,NORTH,4,3,22,4,3,0,0
1992,2021-11-05,NORTH,4,3,21,4,3,0,0
1993,2021-11-06,NORTH,5,2,16,5,2,0,0
1994,2021-11-07,NORTH,5,2,15,5,2,0,0
1995,2021-11-08,NORTH,6,3,18,6,3,0,0
1996,2021-11-09,NORTH,5,3,31,5,3,0,0
1997,2021-11-10,NORTH,5,3,24,5,3,0,0
1998,2021-11-11,NORTH,3,2,34,3,2,0,0
1999,2021-11-12,NORTH,3,2,32,3,2,0,0
2000,2021-11-13,NORTH,3,3,34,3,3,0,0
2001,2021-11-14,NORTH,5,4,33,5,4,0,0
2002,2021-11-15,NORTH,6,5,37,6,5,0,0
2003,2021-11-16,NORTH,6,4,39,6,4,0,0
2004,2021-11-17,NORTH,6,4,40,6,4,0,0
2005,2021-11-18,NORTH,7,4,37,8,4,1,0
2006,2021-11-19,NORTH,8,6,34,8,6,0,0
2007,2021-11-20,NORTH,8,6,35,8,6,0,0
2008,2021-11-21,NORTH,7,6,33,7,6,0,0
2009,2021-11-22,NORTH,8,7,36,8,7,0,0
2010,2021-11-23,NORTH,9,8,38,9,8,0,0
2011,2021-11-24,NORTH,13,8,37,13,8,0,0
2012,2021-11-25,NORTH,13,8,37,13,8,0,0
2013,2021-11-26,NORTH,12,8,37,12,8,0,0
2014,2021-11-27,NORTH,12,9,38,12,9,0,0
2015,2021-11-28,NORTH,13,8,36,13,8,0,0
2016,2021-11-29,NORTH,13,10,38,13,10,0,0
2017,2021-11-30,NORTH,14,11,44,14,11,0,0
2018,2021-12-01,NORTH,15,11,37,15,11,0,0
2019,2021-12-02,NORTH,15,10,39,15,10,0,0
2020,2021-12-03,NORTH,14,10,39,15,11,1,1
2021,2021-12-04,NORTH,16,10,36,17,11,1,1
2022,2021-12-05,NORTH,17,13,37,18,14,1,1
2023,2021-12-06,NORTH,19,12,40,20,13,1,1
2024,2021-12-07,NORTH,14,9,42,15,10,1,1
2025,2021-12-08,NORTH,12,9,36,13,10,1,1
2026,2021-12-09,NORTH,14,9,35,15,10,1,1
2027,2021-12-10,NORTH,13,9,34,14,10,1,1
2028,2021-12-11,NORTH,10,8,34,11,9,1,1
2029,2021-12-12,NORTH,10,8,27,11,9,1,1
2030,2021-12-13,NORTH,13,10,27,13,10,0,0
2031,2021-12-14,NORTH,14,9,38,15,9,1,0
2032,2021-12-15,NORTH,12,8,32,13,8,1,0
2033,2021-12-16,NORTH,13,7,29,14,7,1,0
2034,2021-12-17,NORTH,12,7,27,13,7,1,0
2035,2021-12-18,NORTH,12,6,30,12,6,0,0
2036,2021-12-19,NORTH,10,6,31,10,6,0,0
2037,2021-12-20,NORTH,10,5,31,10,5,0,0
2038,2021-12-21,NORTH,11,5,31,11,5,0,0
2039,2021-12-22,NORTH,10,4,30,10,4,0,0
2040,2021-12-23,NORTH,11,6,34,11,6,0,0
2041,2021-12-24,NORTH,11,6,24,11,6,0,0
2042,2021-12-25,NORTH,10,5,28,10,5,0,0
2043,2021-12-26,NORTH,9,5,24,9,5,0,0
2044,2021-12-27,NORTH,9,6,30,9,6,0,0
2045,2021-12-28,NORTH,9,5,31,9,5,0,0
2046,2021-12-29,NORTH,8,6,31,8,6,0,0
2047,2021-12-30,NORTH,8,4,32,8,4,0,0
2048,2021-12-31,NORTH,10,4,38,10,4,0,0
2049,2022-01-01,NORTH,11,4,36,11,4,0,0
2050,2022-01-02,NORTH,15,6,44,15,6,0,0
2051,2022-01-03,NORTH,16,6,52,16,6,0,0
2052,2022-01-04,NORTH,12,5,62,12,5,0,0
2053,2022-01-05,NORTH,11,6,61,11,6,0,0
2054,2022-01-06,NORTH,12,7,56,12,7,0,0
2055,2022-01-07,NORTH,11,7,64,11,7,0,0
2056,2022-01-08,NORTH,10,8,60,10,8,0,0
2057,2022-01-09,NORTH,13,8,82,13,8,0,0
2058,2022-01-10,NORTH,15,9,97,15,9,0,0
2059,2022-01-11,NORTH,15,8,110,15,8,0,0
2060,2022-01-12,NORTH,15,7,115,15,7,0,0
2061,2022-01-13,NORTH,21,7,101,21,7,0,0
2062,2022-01-14,NORTH,27,11,122,27,11,0,0
2063,2022-01-15,NORTH,27,13,137,27,13,0,0
2064,2022-01-16,NORTH,29,13,129,29,13,0,0
2065,2022-01-17,NORTH,29,13,138,29,13,0,0
2066,2022-01-18,NORTH,27,11,148,27,11,0,0
2067,2022-01-19,NORTH,27,11,130,27,11,0,0
2068,2022-01-20,NORTH,34,14,136,34,14,0,0
2069,2022-01-21,NORTH,33,15,148,33,15,0,0
2070,2022-01-22,NORTH,30,14,154,31,14,1,0
2071,2022-01-23,NORTH,27,12,173,28,12,1,0
2072,2022-01-24,NORTH,32,15,180,34,15,2,0
2073,2022-01-25,NORTH,34,16,183,36,16,2,0
2074,2022-01-26,NORTH,31,12,182,33,12,2,0
2075,2022-01-27,NORTH,32,14,186,34,14,2,0
2076,2022-01-28,NORTH,33,14,181,34,14,1,0
2077,2022-01-29,NORTH,33,14,193,34,14,1,0
2078,2022-01-30,NORTH,32,15,192,32,15,0,0
2079,2022-01-31,NORTH,32,16,190,33,16,1,0
2080,2022-02-01,NORTH,31,16,201,32,17,1,1
2081,2022-02-02,NORTH,31,15,204,32,15,1,0
2082,2022-02-03,NORTH,31,12,206,32,12,1,0
2083,2022-02-04,NORTH,29,13,207,29,13,0,0
2084,2022-02-05,NORTH,36,13,183,36,13,0,0
2085,2022-02-06,NORTH,33,11,182,34,11,1,0
2086,2022-02-07,NORTH,30,11,189,32,13,2,2
2087,2022-02-08,NORTH,30,12,185,33,14,3,2
2088,2022-02-09,NORTH,29,12,183,31,14,2,2
2089,2022-02-10,NORTH,28,11,172,30,13,2,2
2090,2022-02-11,NORTH,27,10,173,29,12,2,2
2091,2022-02-12,NORTH,27,10,171,29,12,2,2
2092,2022-02-13,NORTH,25,9,158,27,11,2,2
2093,2022-02-14,NORTH,23,10,165,25,11,2,1
2094,2022-02-15,NORTH,22,9,155,24,10,2,1
2095,2022-02-16,NORTH,21,10,152,23,11,2,1
2096,2022-02-17,NORTH,23,11,145,25,12,2,1
2097,2022-02-18,NORTH,23,13,137,24,14,1,1
2098,2022-02-19,NORTH,22,14,127,24,15,2,1
2099,2022-02-20,NORTH,25,13,129,27,14,2,1
2100,2022-02-21,NORTH,23,15,132,24,16,1,1
2101,2022-02-22,NORTH,26,15,138,27,16,1,1
2102,2022-02-23,NORTH,25,14,132,26,15,1,1
2103,2022-02-24,NORTH,22,14,139,23,15,1,1
2104,2022-02-25,NORTH,21,15,137,22,16,1,1
2105,2022-02-26,NORTH,20,13,150,21,14,1,1
2106,2022-02-27,NORTH,22,17,146,23,18,1,1
2107,2022-02-28,NORTH,23,17,160,23,17,0,0
2108,2022-03-01,NORTH,21,15,156,22,15,1,0
2109,2022-03-02,NORTH,20,16,138,20,16,0,0
2110,2022-03-03,NORTH,22,16,137,22,16,0,0
2111,2022-03-04,NORTH,23,17,137,24,17,1,0
2112,2022-03-05,NORTH,22,12,122,23,12,1,0
2113,2022-03-06,NORTH,18,9,137,20,9,2,0
2114,2022-03-07,NORTH,18,9,134,20,9,2,0
2115,2022-03-08,NORTH,18,10,141,19,10,1,0
2116,2020-04-02,TORONTO,27,17,58,0,0,0,0
2117,2020-04-03,TORONTO,37,18,62,0,0,0,0
2118,2020-04-04,TORONTO,34,23,77,0,0,0,0
2119,2020-04-05,TORONTO,35,21,73,0,0,0,0
2120,2020-04-06,TORONTO,39,24,90,0,0,0,0
2121,2020-04-07,TORONTO,40,30,101,0,0,0,0
2122,2020-04-08,TORONTO,44,35,100,0,0,0,0
2123,2020-04-09,TORONTO,49,44,111,0,0,0,0
2124,2020-04-10,TORONTO,48,44,131,0,0,0,0
2125,2020-04-11,TORONTO,48,39,133,0,0,0,0
2126,2020-04-12,TORONTO,49,37,146,0,0,0,0
2127,2020-04-13,TORONTO,49,35,150,0,0,0,0
2128,2020-04-14,TORONTO,46,41,163,0,0,0,0
2129,2020-04-15,TORONTO,51,36,167,0,0,0,0
2130,2020-04-16,TORONTO,53,45,179,0,0,0,0
2131,2020-04-17,TORONTO,57,50,195,0,0,0,0
2132,2020-04-18,TORONTO,56,46,205,0,0,0,0
2133,2020-04-19,TORONTO,58,47,212,0,0,0,0
2134,2020-04-20,TORONTO,59,50,212,0,0,0,0
2135,2020-04-21,TORONTO,62,54,227,0,0,0,0
2136,2020-04-22,TORONTO,62,56,218,0,0,0,0
2137,2020-04-23,TORONTO,64,53,223,0,0,0,0
2138,2020-04-24,TORONTO,72,59,228,0,0,0,0
2139,2020-04-25,TORONTO,73,56,232,0,0,0,0
2140,2020-04-26,TORONTO,76,58,235,0,0,0,0
2141,2020-04-27,TORONTO,69,57,237,0,0,0,0
2142,2020-04-28,TORONTO,68,59,254,0,0,0,0
2143,2020-04-29,TORONTO,68,59,257,0,0,0,0
2144,2020-04-30,TORONTO,69,60,243,0,0,0,0
2145,2020-05-01,TORONTO,67,57,238,70,59,3,2
2146,2020-05-02,TORONTO,66,42,208,69,53,3,11
2147,2020-05-03,TORONTO,64,50,239,68,53,4,3
2148,2020-05-04,TORONTO,61,51,244,66,57,5,6
2149,2020-05-05,TORONTO,60,44,255,65,52,5,8
2150,2020-05-06,TORONTO,61,49,256,65,51,4,2
2151,2020-05-07,TORONTO,60,46,246,64,49,4,3
2152,2020-05-08,TORONTO,58,47,231,64,51,6,4
2153,2020-05-09,TORONTO,56,45,235,62,49,6,4
2154,2020-05-10,TORONTO,57,40,233,64,49,7,9
2155,2020-05-11,TORONTO,54,43,232,62,51,8,8
2156,2020-05-12,TORONTO,52,46,232,60,51,8,5
2157,2020-05-13,TORONTO,55,52,219,63,57,8,5
2158,2020-05-14,TORONTO,53,47,207,63,54,10,7
2159,2020-05-15,TORONTO,52,47,207,59,51,7,4
2160,2020-05-16,TORONTO,55,45,198,62,50,7,5
2161,2020-05-17,TORONTO,56,40,192,64,48,8,8
2162,2020-05-18,TORONTO,57,45,188,64,49,7,4
2163,2020-05-19,TORONTO,52,42,186,62,49,10,7
2164,2020-05-20,TORONTO,50,41,187,56,45,6,4
2165,2020-05-21,TORONTO,48,39,178,55,44,7,5
2166,2020-05-22,TORONTO,47,41,175,53,46,6,5
2167,2020-05-23,TORONTO,44,37,172,51,43,7,6
2168,2020-05-24,TORONTO,44,33,165,51,41,7,8
2169,2020-05-25,TORONTO,47,35,157,54,40,7,5
2170,2020-05-26,TORONTO,45,37,158,54,41,9,4
2171,2020-05-27,TORONTO,48,36,161,54,41,6,5
2172,2020-05-28,TORONTO,37,27,152,45,32,8,5
2173,2020-05-29,TORONTO,35,26,156,44,32,9,6
2174,2020-05-30,TORONTO,33,25,161,44,32,11,7
2175,2020-05-31,TORONTO,31,25,153,43,32,12,7
2176,2020-06-01,TORONTO,33,20,154,45,28,12,8
2177,2020-06-02,TORONTO,33,21,147,45,29,12,8
2178,2020-06-03,TORONTO,30,20,147,42,30,12,10
2179,2020-06-04,TORONTO,33,25,142,43,32,10,7
2180,2020-06-05,TORONTO,32,25,138,42,33,10,8
2181,2020-06-06,TORONTO,31,27,130,41,33,10,6
2182,2020-06-07,TORONTO,34,25,113,42,32,8,7
2183,2020-06-08,TORONTO,36,21,121,44,30,8,9
2184,2020-06-09,TORONTO,36,26,121,44,31,8,5
2185,2020-06-10,TORONTO,36,27,119,46,33,10,6
2186,2020-06-11,TORONTO,39,27,110,47,32,8,5
2187,2020-06-12,TORONTO,37,28,112,46,34,9,6
2188,2020-06-13,TORONTO,36,29,104,44,33,8,4
2189,2020-06-14,TORONTO,30,26,102,39,31,9,5
2843,2020-04-24,WEST,47,39,183,0,0,0,0
2190,2020-06-15,TORONTO,31,26,102,38,29,7,3
2191,2020-06-16,TORONTO,29,24,99,37,29,8,5
2192,2020-06-17,TORONTO,29,21,93,37,26,8,5
2193,2020-06-18,TORONTO,28,23,82,35,28,7,5
2194,2020-06-19,TORONTO,28,22,82,35,27,7,5
2195,2020-06-20,TORONTO,28,21,80,35,26,7,5
2196,2020-06-21,TORONTO,30,18,66,37,22,7,4
2197,2020-06-22,TORONTO,28,21,61,35,24,7,3
2198,2020-06-23,TORONTO,27,20,62,34,23,7,3
2199,2020-06-24,TORONTO,28,17,57,35,20,7,3
2200,2020-06-25,TORONTO,27,17,60,34,19,7,2
2201,2020-06-26,TORONTO,19,14,57,29,19,10,5
2202,2020-06-27,TORONTO,17,11,54,27,15,10,4
2203,2020-06-28,TORONTO,15,11,48,27,17,12,6
2204,2020-06-29,TORONTO,12,11,49,23,18,11,7
2205,2020-06-30,TORONTO,11,9,47,22,15,11,6
2206,2020-07-01,TORONTO,9,7,41,20,13,11,6
2207,2020-07-02,TORONTO,8,5,42,21,13,13,8
2208,2020-07-03,TORONTO,8,6,45,21,15,13,9
2209,2020-07-05,TORONTO,9,6,42,21,14,12,8
2210,2020-07-06,TORONTO,8,5,42,21,13,13,8
2211,2020-07-07,TORONTO,8,6,41,21,14,13,8
2212,2020-07-08,TORONTO,9,6,41,22,15,13,9
2213,2020-07-09,TORONTO,9,6,43,22,15,13,9
2214,2020-07-10,TORONTO,8,6,42,21,15,13,9
2215,2020-07-11,TORONTO,8,5,45,20,12,12,7
2216,2020-07-12,TORONTO,7,4,44,19,12,12,8
2217,2020-07-13,TORONTO,8,5,54,20,12,12,7
2218,2020-07-14,TORONTO,9,5,55,21,13,12,8
2219,2020-07-15,TORONTO,7,5,31,19,13,12,8
2220,2020-07-16,TORONTO,4,3,29,16,8,12,5
2221,2020-07-17,TORONTO,6,3,46,15,7,9,4
2222,2020-07-18,TORONTO,6,3,45,15,7,9,4
2223,2020-07-19,TORONTO,7,4,46,16,8,9,4
2224,2020-07-20,TORONTO,8,4,48,16,7,8,3
2225,2020-07-21,TORONTO,6,4,46,14,8,8,4
2226,2020-07-22,TORONTO,4,2,46,14,8,10,6
2227,2020-07-23,TORONTO,3,3,71,12,8,9,5
2228,2020-07-24,TORONTO,3,3,66,12,8,9,5
2229,2020-07-25,TORONTO,3,3,23,12,8,9,5
2230,2020-07-26,TORONTO,3,3,23,12,9,9,6
2231,2020-07-27,TORONTO,3,3,22,12,10,9,7
2232,2020-07-28,TORONTO,3,2,23,11,9,8,7
2233,2020-07-29,TORONTO,4,2,23,12,9,8,7
2234,2020-07-30,TORONTO,4,3,17,11,8,7,5
2235,2020-07-31,TORONTO,5,3,12,12,8,7,5
2236,2020-08-01,TORONTO,5,3,11,12,6,7,3
2237,2020-08-02,TORONTO,6,3,9,13,6,7,3
2238,2020-08-03,TORONTO,5,3,10,12,4,7,1
2239,2020-08-04,TORONTO,7,4,10,13,5,6,1
2240,2020-08-05,TORONTO,7,4,9,13,6,6,2
2241,2020-08-06,TORONTO,8,3,13,11,5,3,2
2242,2020-08-07,TORONTO,8,2,11,12,4,4,2
2243,2020-08-08,TORONTO,7,2,6,12,4,5,2
2244,2020-08-09,TORONTO,7,3,6,13,5,6,2
2245,2020-08-10,TORONTO,6,4,5,12,7,6,3
2246,2020-08-11,TORONTO,5,3,10,11,6,6,3
2247,2020-08-12,TORONTO,4,2,3,10,4,6,2
2248,2020-08-13,TORONTO,3,2,2,8,5,5,3
2249,2020-08-14,TORONTO,2,2,2,7,5,5,3
2250,2020-08-15,TORONTO,2,2,2,7,4,5,2
2251,2020-08-16,TORONTO,2,1,3,8,4,6,3
2252,2020-08-17,TORONTO,2,2,3,8,4,6,2
2253,2020-08-18,TORONTO,2,1,3,7,2,5,1
2254,2020-08-19,TORONTO,2,2,2,7,5,5,3
2255,2020-08-20,TORONTO,1,1,3,7,5,6,4
2256,2020-08-21,TORONTO,1,1,3,8,6,7,5
2257,2020-08-22,TORONTO,0,0,4,6,3,6,3
2258,2020-08-23,TORONTO,0,0,4,5,3,5,3
2259,2020-08-24,TORONTO,1,0,3,7,3,6,3
2260,2020-08-25,TORONTO,0,0,5,7,4,7,4
2261,2020-08-26,TORONTO,0,0,4,5,2,5,2
2262,2020-08-27,TORONTO,0,0,4,5,2,5,2
2263,2020-08-28,TORONTO,0,0,5,4,1,4,1
2264,2020-08-29,TORONTO,0,0,5,6,2,6,2
2265,2020-08-30,TORONTO,0,0,4,6,2,6,2
2266,2020-08-31,TORONTO,0,0,4,7,2,7,2
2267,2020-09-01,TORONTO,0,0,5,7,2,7,2
2268,2020-09-02,TORONTO,0,0,4,5,2,5,2
2269,2020-09-03,TORONTO,0,0,6,5,1,5,1
2270,2020-09-04,TORONTO,0,0,5,6,2,6,2
2271,2020-09-05,TORONTO,0,0,5,6,1,6,1
2272,2020-09-06,TORONTO,0,0,4,6,2,6,2
2273,2020-09-07,TORONTO,0,0,4,3,2,3,2
2274,2020-09-08,TORONTO,2,1,3,5,3,3,2
2275,2020-09-09,TORONTO,3,1,5,7,4,4,3
2276,2020-09-10,TORONTO,1,1,4,5,3,4,2
2277,2020-09-11,TORONTO,5,2,6,9,4,4,2
2278,2020-09-12,TORONTO,3,2,9,6,4,3,2
2279,2020-09-13,TORONTO,4,2,8,7,4,3,2
2280,2020-09-14,TORONTO,5,1,10,8,3,3,2
2281,2020-09-15,TORONTO,5,3,9,8,5,3,2
2282,2020-09-16,TORONTO,4,3,9,8,5,4,2
2283,2020-09-17,TORONTO,4,4,13,7,6,3,2
2284,2020-09-18,TORONTO,4,4,16,7,6,3,2
2285,2020-09-19,TORONTO,4,3,13,9,6,5,3
2286,2020-09-20,TORONTO,4,3,13,9,5,5,2
2287,2020-09-21,TORONTO,4,3,14,9,5,5,2
2288,2020-09-22,TORONTO,4,3,18,8,6,4,3
2289,2020-09-23,TORONTO,4,3,17,8,6,4,3
2290,2020-09-24,TORONTO,5,3,17,9,6,4,3
2291,2020-09-25,TORONTO,4,3,19,8,5,4,2
2292,2020-09-26,TORONTO,4,3,21,8,6,4,3
2293,2020-09-27,TORONTO,3,1,23,7,4,4,3
2294,2020-09-28,TORONTO,4,2,28,8,5,4,3
2295,2020-09-29,TORONTO,4,1,32,8,3,4,2
2296,2020-09-30,TORONTO,5,1,36,9,3,4,2
2297,2020-10-01,TORONTO,5,1,40,9,2,4,1
2298,2020-10-02,TORONTO,6,2,41,11,4,5,2
2299,2020-10-03,TORONTO,8,3,37,13,5,5,2
2300,2020-10-04,TORONTO,10,4,44,14,6,4,2
2301,2020-10-05,TORONTO,9,4,49,13,6,4,2
2302,2020-10-06,TORONTO,9,3,52,12,4,3,1
2303,2020-10-07,TORONTO,10,4,52,14,6,4,2
2304,2020-10-08,TORONTO,9,3,55,13,5,4,2
2305,2020-10-09,TORONTO,8,3,56,12,5,4,2
2306,2020-10-10,TORONTO,4,3,52,8,5,4,2
2307,2020-10-11,TORONTO,3,3,47,7,5,4,2
2308,2020-10-12,TORONTO,3,3,45,6,5,3,2
2309,2020-10-13,TORONTO,4,3,48,7,5,3,2
2310,2020-10-14,TORONTO,6,4,53,9,6,3,2
2311,2020-10-15,TORONTO,6,4,53,9,6,3,2
2312,2020-10-16,TORONTO,6,5,53,9,7,3,2
2313,2020-10-17,TORONTO,7,4,48,10,6,3,2
2314,2020-10-18,TORONTO,9,7,47,12,9,3,2
2315,2020-10-19,TORONTO,7,5,49,10,6,3,1
2316,2020-10-20,TORONTO,8,6,54,11,7,3,1
2317,2020-10-21,TORONTO,10,7,44,13,9,3,2
2318,2020-10-22,TORONTO,11,5,47,16,8,5,3
2319,2020-10-23,TORONTO,15,7,55,20,10,5,3
2320,2020-10-24,TORONTO,15,6,61,20,10,5,4
2321,2020-10-25,TORONTO,14,6,59,18,10,4,4
2322,2020-10-26,TORONTO,12,6,58,16,9,4,3
2323,2020-10-27,TORONTO,11,7,60,15,10,4,3
2324,2020-10-28,TORONTO,8,5,68,13,9,5,4
2325,2020-10-29,TORONTO,10,5,67,15,8,5,3
2326,2020-10-30,TORONTO,9,5,65,15,10,6,5
2327,2020-10-31,TORONTO,8,3,68,14,8,6,5
2328,2020-11-01,TORONTO,7,3,70,13,7,6,4
2329,2020-11-02,TORONTO,10,4,73,16,9,6,5
2330,2020-11-03,TORONTO,10,6,79,16,11,6,5
2331,2020-11-04,TORONTO,11,5,66,17,10,6,5
2332,2020-11-05,TORONTO,12,6,74,18,11,6,5
2333,2020-11-06,TORONTO,8,2,72,15,5,7,3
2334,2020-11-07,TORONTO,10,6,74,16,10,6,4
2335,2020-11-08,TORONTO,11,6,68,18,9,7,3
2336,2020-11-09,TORONTO,10,5,66,17,8,7,3
2337,2020-11-10,TORONTO,11,8,77,17,11,6,3
2338,2020-11-11,TORONTO,11,9,72,17,11,6,2
2339,2020-11-12,TORONTO,14,10,72,18,12,4,2
2340,2020-11-13,TORONTO,17,13,66,21,17,4,4
2341,2020-11-14,TORONTO,20,16,73,24,20,4,4
2342,2020-11-15,TORONTO,20,13,77,24,16,4,3
2343,2020-11-16,TORONTO,23,12,80,27,15,4,3
2344,2020-11-17,TORONTO,24,14,86,28,18,4,4
2345,2020-11-18,TORONTO,23,14,83,28,18,5,4
2346,2020-11-19,TORONTO,25,18,79,29,21,4,3
2347,2020-11-20,TORONTO,24,19,67,29,23,5,4
2348,2020-11-21,TORONTO,25,19,75,30,22,5,3
2349,2020-11-22,TORONTO,25,20,65,29,23,4,3
2350,2020-11-23,TORONTO,26,21,60,30,23,4,2
2351,2020-11-24,TORONTO,24,17,77,28,20,4,3
2352,2020-11-25,TORONTO,22,17,72,26,19,4,2
2353,2020-11-26,TORONTO,23,17,75,25,18,2,1
2354,2020-11-27,TORONTO,23,19,84,26,21,3,2
2355,2020-11-28,TORONTO,26,19,90,28,21,2,2
2356,2020-11-29,TORONTO,25,18,82,29,21,4,3
2357,2020-11-30,TORONTO,27,19,94,31,23,4,4
2358,2020-12-01,TORONTO,30,20,101,34,24,4,4
2359,2020-12-02,TORONTO,32,23,97,36,26,4,3
2360,2020-12-03,TORONTO,34,22,96,39,26,5,4
2361,2020-12-04,TORONTO,37,25,100,41,27,4,2
2362,2020-12-05,TORONTO,31,26,101,36,29,5,3
2363,2020-12-06,TORONTO,34,24,82,39,27,5,3
2364,2020-12-07,TORONTO,32,26,98,38,29,6,3
2365,2020-12-08,TORONTO,42,28,112,47,31,5,3
2366,2020-12-09,TORONTO,44,25,119,48,28,4,3
2367,2020-12-10,TORONTO,40,26,131,43,28,3,2
2368,2020-12-11,TORONTO,38,16,124,43,19,5,3
2369,2020-12-12,TORONTO,37,24,138,41,27,4,3
2370,2020-12-13,TORONTO,42,27,137,46,29,4,2
2371,2020-12-14,TORONTO,45,31,139,50,35,5,4
2372,2020-12-15,TORONTO,45,34,152,50,38,5,4
2373,2020-12-16,TORONTO,48,21,149,54,24,6,3
2374,2020-12-17,TORONTO,49,34,136,55,38,6,4
2375,2020-12-18,TORONTO,54,34,136,59,37,5,3
2376,2020-12-19,TORONTO,48,31,137,52,33,4,2
2377,2020-12-20,TORONTO,50,33,132,54,35,4,2
2378,2020-12-21,TORONTO,55,28,144,59,30,4,2
2379,2020-12-22,TORONTO,59,38,158,64,40,5,2
2380,2020-12-23,TORONTO,58,41,164,63,43,5,2
2381,2020-12-24,TORONTO,59,37,159,67,40,8,3
2382,2020-12-25,TORONTO,56,36,165,64,40,8,4
2383,2020-12-26,TORONTO,55,38,162,63,41,8,3
2384,2020-12-27,TORONTO,55,38,153,61,41,6,3
2385,2020-12-28,TORONTO,55,39,174,61,42,6,3
2386,2020-12-29,TORONTO,59,39,192,65,42,6,3
2387,2020-12-30,TORONTO,64,40,215,70,43,6,3
2388,2020-12-31,TORONTO,70,43,212,75,44,5,1
2389,2021-01-01,TORONTO,66,47,198,73,51,7,4
2390,2021-01-02,TORONTO,65,44,203,71,46,6,2
2391,2021-01-03,TORONTO,68,47,213,74,49,6,2
2392,2021-01-04,TORONTO,67,39,234,72,40,5,1
2393,2021-01-05,TORONTO,72,51,242,79,54,7,3
2394,2021-01-06,TORONTO,71,47,253,77,50,6,3
2395,2021-01-07,TORONTO,73,48,268,79,50,6,2
2396,2021-01-08,TORONTO,72,50,270,83,56,11,6
2397,2021-01-09,TORONTO,77,52,275,90,57,13,5
2398,2021-01-10,TORONTO,82,59,278,92,64,10,5
